Guide	Gene	ctrl_1	ctrl_2	ctrl_3	test_1	test_2	test_3
ZNF705B_-_7783945.23-ENST00000400120.3_h5_Top5	ZNF705B	1692	2316	1282	1211	1276	420
LOC81691_-_20818214.23-P1P2_h5_Top5	LOC81691	396	551	410	326	478	132
HIVEP3_+_42383917.23-ENST00000372583.1_h5_Top5	HIVEP3	2631	3564	2247	2043	2451	654
ZNF577_+_52391157.23-P1P2_h5_Top5	ZNF577	795	977	481	548	957	170
DMRT2_+_1050427.23-P1P2_h5_Top5	DMRT2	1702	2517	1254	1075	1866	364
CEBPZ_+_37458741.23-P1P2_h5_Top5	CEBPZ	159	382	204	155	189	39
ZNF197_+_44666718.23-P1P2_h5_Top5	ZNF197	2489	3564	1865	1567	2331	654
HDAC11_+_13521840.23-P1P2_h5_Top5	HDAC11	2852	4058	2364	1752	2501	575
KCNH4_+_40333277.23-P1P2_h5_Top5	KCNH4	3051	4121	2443	2234	2829	697
EXOSC3_+_37785016.23-P1P2_h5_Top5	EXOSC3	565	733	448	285	517	99
DMRTA1_+_22447798.23-P1P2_h5_Top5	DMRTA1	2886	4603	2527	2057	3206	705
KIAA1429_-_95565701.23-P1P2_h5_Top5	KIAA1429	1588	2016	1269	1192	1329	322
TRUB2_+_131084596.23-P1P2_h5_Top5	TRUB2	1391	2060	1287	875	1505	383
TAX1BP3_-_3571862.23-P1P2_h5_Top5	TAX1BP3	4764	7820	4732	2339	2934	785
LSM2_-_31774592.23-P1P2_h5_Top5	LSM2	261	381	186	236	292	108
SUN1_-_872155.23-P2_h5_Top5	SUN1	978	1573	937	871	972	257
ZSCAN23_-_28411153.23-P1P2_h5_Top5	ZSCAN23	1698	2588	1279	1240	1655	410
ZNF135_-_58570700.23-P1P2_h5_Top5	ZNF135	450	1028	325	357	701	112
ZNF605_-_133532717.23-P1P2_h5_Top5	ZNF605	3265	3809	2341	2386	2658	711
POU2F1_-_167190311.23-P1_h5_Top5	POU2F1	1314	1757	1006	704	1076	254
SCAF4_+_33104203.23-P1P2_h5_Top5	SCAF4	1193	2151	1144	875	1274	216
ZNF821_-_71918573.23-P1P2_h5_Top5	ZNF821	1827	2329	1434	1141	1611	452
ZNF33B_+_43133581.23-P1P2_h5_Top5	ZNF33B	2979	4042	2522	2133	2980	724
ZNF790_-_37329260.23-P1_h5_Top5	ZNF790	3843	4737	2617	2469	3531	731
PKNOX1_+_44395127.23-P1P2_h5_Top5	PKNOX1	1816	3066	1534	1371	1949	492
ZNF823_+_11849735.23-P1P2_h5_Top5	ZNF823	2590	4253	2384	2037	2792	819
ZFP92_-_152683783.23-ENST00000338647.5_h5_Top5	ZFP92	2306	3466	1868	1791	2392	611
AGO3_-_36396753.23-P1P2_h5_Top5	AGO3	2103	2265	1524	1436	1828	457
H2AFY2_+_71812598.23-P1P2_h5_Top5	H2AFY2	2101	3370	1859	1629	2360	572
GTF3C4_+_135546125.23-P1P2_h5_Top5	GTF3C4	1120	1405	869	714	1199	378
ZNF211_+_58144577.23-P1P2_h5_Top5	ZNF211	808	1751	876	1205	1690	371
ZNF267_-_31885595.23-P1_h5_Top5	ZNF267	1811	3292	1606	1307	1843	423
ABRA_+_107782392.23-P1P2_h5_Top5	ABRA	1129	1848	1013	896	1275	317
GLIS3_+_4299856.23-P1P2_h5_Top5	GLIS3	3141	3777	2118	1979	2739	695
SRSF12_-_89827391.23-P1P2_h5_Top5	SRSF12	2303	3462	1863	1474	2346	542
ZBTB37_+_173837555.23-P1P2_h5_Top5	ZBTB37	1666	2255	1303	1146	1782	332
NOL10_-_10830055.23-P1P2_h5_Top5	NOL10	36	38	67	13	33	27
ZNF230_+_44507147.23-P1P2_h5_Top5	ZNF230	785	1272	717	591	962	155
BNC1_+_83952959.23-P1P2_h5_Top5	BNC1	2672	3722	2094	1710	2487	700
SUN3_+_48068661.23-P2_h5_Top5	SUN3	1068	1942	986	737	1285	315
ZNF514_-_95831373.23-P1_h5_Top5	ZNF514	2682	3649	2189	2034	2290	691
HR_+_21990815.23-P2_h5_Top5	HR	3194	4088	2277	2003	2865	844
HMGN4_+_26538654.23-P1P2_h5_Top5	HMGN4	2748	3822	2180	1562	2130	518
U2AF1_+_44527626.23-P1P2_h5_Top5	U2AF1	74	84	115	68	11	26
KLF10_-_103667898.23-P1_h5_Top5	KLF10	3149	4888	2477	2298	2999	706
SLC22A17_-_23821761.23-P1P2_h5_Top5	SLC22A17	1277	1547	879	656	984	232
HIST1H2AM_-_27860479.23-P1P2_h5_Top5	HIST1H2AM	1142	1209	537	665	906	142
TULP3_+_2986764.23-P1_h5_Top5	TULP3	607	758	422	395	517	82
ZNF484_+_95639892.23-P1P2_h5_Top5	ZNF484	1001	1545	874	622	1007	225
ANKRD22_-_90611483.23-P1P2_h5_Top5	ANKRD22	495	836	317	348	571	160
HOXD10_-_176973571.23-P1_h5_Top5	HOXD10	2178	2492	1620	1318	1559	479
HLA-DRB5_-_32497983.23-P1P2_h5_Top5	HLA-DRB5	989	1189	577	506	748	196
NFIC_-_3359650.23-P2_h5_Top5	NFIC	2630	3273	1868	1613	2258	566
SUGP1_-_19431089.23-P1P2_h5_Top5	SUGP1	900	1855	865	699	974	209
SLC29A2_+_66139165.23-P1P2_h5_Top5	SLC29A2	4478	5496	3225	2552	3715	923
KRTAP5-1_-_1606135.23-ENST00000382171.2_h5_Top5	KRTAP5-1	2534	3865	1859	1625	2445	578
ZCRB1_-_42719876.23-P1P2_h5_Top5	ZCRB1	126	60	78	47	52	32
HES5_+_2461126.23-P1P2_h5_Top5	HES5	1887	2564	1259	1277	1572	440
EXOSC10_-_11159507.23-P1P2_h5_Top5	EXOSC10	127	55	68	42	50	3
HHEX_-_94449724.23-P1P2_h5_Top5	HHEX	2513	3341	1569	1378	1920	420
MED8_+_43855380.23-P1P2_h5_Top5	MED8	358	733	290	226	460	57
EMX2_+_119302294.23-P1P2_h5_Top5	EMX2	2311	3273	1459	1686	2201	504
DIS3L_-_66586132.23-P1P2_h5_Supp5	DIS3L	0	0	0	0	0	1
HIST1H3A_+_26020889.23-ENST00000357647.3_h5_Top5	HIST1H3A	1087	1579	971	724	1148	285
SLC22A3_-_160769507.23-P1P2_h5_Top5	SLC22A3	2570	3732	2198	1688	2608	645
SLC22A3_-_160769485.23-P1P2_h5_Top5	SLC22A3	1906	2852	1508	1292	1568	492
ZNF133_-_18269198.23-P1P2_h5_Top5	ZNF133	3860	5636	2827	2588	3637	850
ZNF385B_+_180726037.23-P1P2_h5_Top5	ZNF385B	2007	3335	1813	1566	1879	474
POP7_-_100303773.23-P1P2_h5_Top5	POP7	569	1068	605	431	583	145
C14orf39_+_60952719.23-P1P2_h5_Top5	C14orf39	2079	2775	1924	1388	2036	479
MSX1_+_4861790.23-P1P2_h5_Top5	MSX1	868	816	512	506	494	158
DLX6_+_96635636.23-P1P2_h5_Top5	DLX6	1364	1557	933	889	1089	347
RASSF7_+_560386.23-P1P2_h5_Top5	RASSF7	1008	1647	872	894	1098	269
SNRNP70_+_49589090.23-P1P2_h5_Top5	SNRNP70	1861	1859	1074	1121	1278	320
ZBTB20_+_114343383.23-P1_h5_Top5	ZBTB20	758	1744	837	590	1007	246
ZNF260_-_37019122.23-P1P2_h5_Top5	ZNF260	7	1	19	14	18	0
BRD9_-_891721.23-P1P2_h5_Top5	BRD9	735	1384	614	486	640	169
HEXIM1_-_43226171.23-P1P2_h5_Top5	HEXIM1	2912	3840	2451	2574	3247	774
RNMT_+_13727133.23-P1P2_h5_Top5	RNMT	1283	2659	1414	835	1469	258
PTF1A_+_23481644.23-P1P2_h5_Top5	PTF1A	3244	4657	2031	1854	2945	650
ZNF18_+_11900703.23-P1P2_h5_Top5	ZNF18	3797	4705	2934	2482	3511	891
ZFP42_-_188924016.23-P2_h5_Top5	ZFP42	1334	1816	941	778	1068	326
TRPC5_+_111325185.23-P1P2_h5_Top5	TRPC5	1896	2902	1814	1418	1825	484
ZNF148_+_125094078.23-P1P2_h5_Top5	ZNF148	741	1093	649	441	625	130
PAIP2_-_138677752.23-P1P2_h5_Top5	PAIP2	2275	3592	1896	1684	2513	562
PRB3_+_11422253.23-P1P2_h5_Top5	PRB3	1566	2018	1252	990	1646	396
RAD54L2_-_51576085.23-ENST00000409535.2_h5_Top5	RAD54L2	421	753	286	381	487	111
ANKRD42_-_82904846.23-P1P2_h5_Top5	ANKRD42	798	1531	568	621	807	218
WNT9B_-_44910955.23-P2_h5_Top5	WNT9B	908	1405	688	643	762	228
NOP2_+_6677426.23-P1P2_h5_Top5	NOP2	67	74	87	8	49	53
ZNF235_+_44809154.23-P1P2_h5_Top5	ZNF235	1915	2347	1515	1310	1536	383
ZNF385A_+_54778414.23-P1_h5_Top5	ZNF385A	2399	3617	1631	1881	2595	569
ZBTB12_-_31869341.23-P1P2_h5_Top5	ZBTB12	2126	2780	1628	1631	2381	568
LHX6_+_124991210.23-P1_h5_Top5	LHX6	1273	1853	1057	958	1359	289
EBF1_-_158526138.23-P1P2_h5_Top5	EBF1	1252	1986	1077	805	1318	346
MED11_-_4635165.23-P1P2_h5_Top5	MED11	1470	2422	1387	1129	1594	434
SRXN1_-_634050.23-P1P2_h5_Top5	SRXN1	1782	2400	1408	1170	1626	405
IVL_-_152881090.23-P1P2_h5_Top5	IVL	1099	1304	595	814	892	168
GTF3C1_+_27560837.23-P1P2_h5_Top5	GTF3C1	1380	2218	1026	930	1606	261
MAGOHB_+_10765957.23-P1P2_h5_Top5	MAGOHB	10	9	0	9	4	1
ZNF529_+_37063933.23-P1P2_h5_Top5	ZNF529	682	1119	716	628	891	185
HIST1H2BO_+_27861613.23-P1P2_h5_Top5	HIST1H2BO	3206	4808	2886	2092	3046	752
PCDHB13_+_140593939.23-ENST00000341948.4_h5_Top5	PCDHB13	1141	1663	1014	865	1071	302
DCP1A_-_53381419.23-P1P2_h5_Top5	DCP1A	3146	4120	2514	2070	2697	669
POP7_+_100303782.23-P1P2_h5_Top5	POP7	533	528	270	288	385	89
MED8_+_43855428.23-P1P2_h5_Top5	MED8	154	485	137	71	135	24
ZNF260_-_37019141.23-P1P2_h5_Top5	ZNF260	1795	2351	1398	1302	1472	394
TNRC18_+_5463396.23-P1P2_h5_Top5	TNRC18	1047	1426	955	798	1105	311
ZNF83_+_53140434.23-ENST00000597597.1_h5_Top5	ZNF83	1072	1856	870	832	1462	295
RRP7A_-_42915735.23-P1P2_h5_Top5	RRP7A	50	109	61	37	85	5
MIER2_+_344775.23-P1P2_h5_Top5	MIER2	4571	6168	3555	2885	4345	947
IMPACT_+_22007050.23-P1P2_h5_Top5	IMPACT	501	521	377	385	452	92
ZNF280D_-_57025280.23-P1P2_h5_Top5	ZNF280D	683	822	557	413	597	162
ZFHX2_+_24020925.23-P1_h5_Top5	ZFHX2	3146	4816	2503	2273	3110	798
TINF2_+_24711815.23-P1P2_h5_Top5	TINF2	678	965	477	1035	983	300
ZNF93_-_20011762.23-P1P2_h5_Top5	ZNF93	742	1402	467	495	718	211
GON4L_-_155826974.23-P1_h5_Top5	GON4L	556	869	526	549	762	208
ZNF792_+_35454778.23-P1P2_h5_Top5	ZNF792	522	872	495	520	652	170
TAF6L_+_62538917.23-P1P2_h5_Top5	TAF6L	2249	3390	1616	1602	2686	610
TADA3_+_9834148.23-P1P2_h5_Top5	TADA3	3631	4209	2484	2640	3780	923
TBX18_+_85472787.23-P2_h5_Top5	TBX18	645	979	583	511	564	141
JRK_+_143751373.23-P1_h5_Top5	JRK	3084	4678	2658	2289	3429	745
WBP4_-_41635687.23-P1P2_h5_Top5	WBP4	1355	1964	954	786	1043	263
SCML2_+_18372746.23-P1P2_h5_Top5	SCML2	2933	4420	2558	2102	3093	764
FANK1_+_127585217.23-P1P2_h5_Top5	FANK1	967	1070	489	624	732	185
BARHL2_-_91182295.23-P1P2_h5_Top5	BARHL2	3014	4462	2300	2233	3011	731
ARID1B_-_157098992.23-P1_h5_Top5	ARID1B	2994	3758	2155	2087	2798	754
ZNF677_-_53758077.23-P1P2_h5_Top5	ZNF677	1351	1602	1055	874	1195	307
PPFIBP2_+_7535250.23-P1P2_h5_Top5	PPFIBP2	1172	1320	774	693	1007	248
ZNF771_+_30418970.23-P1P2_h5_Top5	ZNF771	1153	1662	943	576	1083	268
ASCL1_-_103351511.23-P1P2_h5_Top5	ASCL1	3121	4007	2268	2157	2765	561
ZNF671_+_58238917.23-P1P2_h5_Top5	ZNF671	656	777	537	377	442	93
ZNF577_-_52390939.23-P1P2_h5_Top5	ZNF577	674	1020	624	454	693	188
C17orf49_+_6915993.23-P1_h5_Top5	C17orf49	356	712	299	275	415	109
CUX2_-_111472110.23-P1P2_h5_Top5	CUX2	1950	3426	1519	1610	2228	451
EXOSC7_-_45017818.23-P1P2_h5_Top5	EXOSC7	181	296	154	159	187	81
ZNF676_-_22379471.23-ENST00000397121.2_h5_Top5	ZNF676	380	401	165	288	312	53
ZFAT_+_135724846.23-P1_h5_Top5	ZFAT	1790	2446	1379	1005	1525	367
VRTN_+_74815596.23-P1P2_h5_Top5	VRTN	478	788	395	213	482	129
SCML1_-_17755620.23-P1P2_h5_Top5	SCML1	112	213	88	84	111	30
ERCC6L_+_71458736.23-P1P2_h5_Top5	ERCC6L	182	106	112	152	52	38
POLR3E_-_22308786.23-P1P2_h5_Top5	POLR3E	2298	4039	2153	1201	1785	519
MYRF_+_61522846.23-P2_h5_Top5	MYRF	2891	4759	2162	1865	2611	635
RBM19_+_114404058.23-P1P2_h5_Top5	RBM19	582	938	493	355	624	150
CLOCK_-_56412965.23-P1P2_h5_Top5	CLOCK	1301	1783	996	904	1373	269
ZNF83_-_53121309.23-ENST00000541777.2_h5_Top5	ZNF83	2157	2605	1758	1473	1531	540
EXOSC8_-_37574549.23-P1P2_h5_Top5	EXOSC8	160	229	70	30	142	34
LZTR1_-_21336673.23-P1P2_h5_Top5	LZTR1	1457	2227	1165	733	1520	245
RRS1_+_67341502.23-P1P2_h5_Top5	RRS1	936	1198	853	661	763	236
HOXA4_-_27169626.23-P1P2_h5_Top5	HOXA4	4309	5951	3839	3171	4091	1101
DDX51_-_132628859.23-P1P2_h5_Top5	DDX51	2859	4882	2453	2136	2922	721
AGO3_-_36396745.23-P1P2_h5_Top5	AGO3	1718	2831	1055	1176	1958	365
non-targeting_01204_h5_Top5	non-targeting	2426	3214	2154	1742	2282	661
HIST1H2BI_-_26273620.23-ENST00000377733.2_h5_Top5	HIST1H2BI	692	749	498	452	490	127
ANKEF1_-_10015901.23-P1P2_h5_Top5	ANKEF1	2274	4505	1817	1645	2694	599
SOX30_-_157079340.23-P1_h5_Top5	SOX30	989	1192	669	585	724	237
GEN1_-_17935895.23-P1P2_h5_Top5	GEN1	2327	2869	1540	1394	2558	459
HNRNPH3_-_70092213.23-P1P2_h5_Top5	HNRNPH3	1132	1398	668	881	1085	281
SRRM1_-_24970201.23-P1P2_h5_Top5	SRRM1	1075	1198	582	685	880	167
FOXD2_-_47904045.23-P1P2_h5_Top5	FOXD2	2259	4086	1943	1510	2822	614
NRL_-_24553805.23-P1_h5_Top5	NRL	2313	3314	1560	1534	2020	527
FOXJ1_-_74136864.23-P1P2_h5_Top5	FOXJ1	1268	2225	956	842	1285	257
RRS1_-_67341373.23-P1P2_h5_Supp5	RRS1	0	0	0	9	0	1
NCBP2_+_196669328.23-P1P2_h5_Top5	NCBP2	164	395	159	141	294	17
ZMYM6_+_35497287.23-P1P2_h5_Top5	ZMYM6	760	847	631	471	682	227
DDX17_-_38902317.23-P1P2_h5_Top5	DDX17	1938	2969	1650	1263	1943	528
TNRC18_-_5463119.23-P1P2_h5_Top5	TNRC18	2357	3167	1789	1581	2021	544
ZNF69_+_11998628.23-P1P2_h5_Top5	ZNF69	842	1465	622	592	1124	196
ZFP90_-_68564038.23-P2_h5_Top5	ZFP90	2872	3614	1592	1580	2132	457
PURG_+_30890807.23-P1P2_h5_Top5	PURG	1837	1943	1110	1148	1733	360
TBX21_+_45811026.23-P1P2_h5_Top5	TBX21	776	896	522	451	548	161
ZNF396_+_32957228.23-P1P2_h5_Top5	ZNF396	2160	2632	1647	1269	1470	400
CREBZF_-_85376089.23-P1P2_h5_Top5	CREBZF	3697	5635	2996	2340	3827	900
ZNF213_+_3185157.23-P1P2_h5_Top5	ZNF213	1984	2541	1385	1313	1776	480
ZNF576_-_44100797.23-P1P2_h5_Top5	ZNF576	2286	2521	1516	1337	2162	489
ETV3_-_157107773.23-P1P2_h5_Top5	ETV3	96	226	144	62	129	36
ZNF398_-_148844576.23-P1P2_h5_Top5	ZNF398	2065	2639	1577	1285	1833	554
SRRM1_-_24970255.23-P1P2_h5_Top5	SRRM1	229	258	271	156	216	59
SNRPN_+_25200150.23-P1P2_h5_Top5	SNRPN	3891	5139	3215	2614	3989	858
TRIP4_-_64680426.23-P1P2_h5_Top5	TRIP4	2383	2593	1508	2095	2219	622
AGO4_-_36274053.23-P1P2_h5_Top5	AGO4	2396	2940	1803	1533	1955	473
BRMS1L_+_36296010.23-P1P2_h5_Top5	BRMS1L	4088	6257	3341	2724	4094	993
RFX4_+_106976856.23-P1P2_h5_Top5	RFX4	255	340	196	212	241	69
ZNF503_+_77161127.23-P1P2_h5_Top5	ZNF503	2755	3870	2023	1942	2349	744
ZNF177_+_9473704.23-P2_h5_Top5	ZNF177	3450	4500	2484	2493	3287	748
CCDC71_-_49203701.23-P1P2_h5_Top5	CCDC71	3038	4332	2533	2260	2857	766
RTF1_-_41709553.23-P1P2_h5_Top5	RTF1	136	131	65	141	86	41
EGR2_-_64575694.23-P1P2_h5_Top5	EGR2	1392	1559	776	1041	1154	285
TCF7L1_-_85360943.23-P1P2_h5_Top5	TCF7L1	942	1335	897	666	746	203
ZNF462_-_109625784.23-P1P2_h5_Top5	ZNF462	1652	2908	1113	1302	2011	445
THAP10_+_71184705.23-P1P2_h5_Top5	THAP10	971	937	755	787	777	240
PREX1_+_47444200.23-P1P2_h5_Top5	PREX1	1416	1850	1024	771	1048	288
ZNF845_+_53837414.23-P1P2_h5_Top5	ZNF845	932	1482	833	671	1094	208
CST1_+_23731419.23-P1P2_h5_Top5	CST1	640	876	472	352	426	135
KCNH3_-_49932878.23-P1P2_h5_Top5	KCNH3	2700	4083	2091	1808	2659	450
ARID3C_-_34628531.23-P1P2_h5_Top5	ARID3C	503	1021	542	293	668	169
FUBP1_-_78444520.23-P1P2_h5_Top5	FUBP1	634	916	698	341	551	132
SRSF7_+_38978471.23-P1P2_h5_Top5	SRSF7	560	806	467	374	500	152
ZNF449_-_134478783.23-P1P2_h5_Top5	ZNF449	1092	1532	941	847	931	209
NFATC2_-_50159227.23-P1_h5_Top5	NFATC2	2093	3214	1970	1612	2451	641
BTBD11_-_107712562.23-P1_h5_Top5	BTBD11	2406	3652	1735	1513	2308	549
ZNF491_+_11909452.23-P1P2_h5_Top5	ZNF491	4753	6914	2959	3414	4970	1001
ZNF90_-_20188801.23-P1P2_h5_Top5	ZNF90	2569	3846	1922	1714	2392	521
FAM170A_-_118965558.23-P1P2_h5_Top5	FAM170A	1032	1526	574	718	964	241
MED26_-_16738571.23-P1P2_h5_Top5	MED26	1133	1766	1200	916	1317	356
IGHMBP2_+_68671895.23-P1P2_h5_Top5	IGHMBP2	1338	1849	1234	1095	1503	381
ZNF816_+_53466050.23-P1_h5_Top5	ZNF816	527	540	322	297	437	108
RAVER1_-_10439613.23-P2_h5_Top5	RAVER1	3528	4525	2774	2039	3491	735
WNT9B_+_44910644.23-P2_h5_Top5	WNT9B	1065	1799	668	689	973	244
ZBTB45_+_59031093.23-P1P2_h5_Top5	ZBTB45	489	894	596	382	550	169
ELAVL3_+_11564575.23-P2_h5_Top5	ELAVL3	2353	3561	1901	1790	2300	637
H1F0_+_38201491.23-P1P2_h5_Top5	H1F0	1866	2569	1521	1354	1797	387
C5orf51_+_41904531.23-P1P2_h5_Top5	C5orf51	1281	1671	1026	756	1203	255
ANKRD34B_+_79866043.23-P1_h5_Top5	ANKRD34B	3934	5802	2901	2991	3599	935
EXOSC6_-_70285804.23-P1P2_h5_Top5	EXOSC6	265	349	204	134	209	40
LRRC63_-_46786099.23-P1P2_h5_Top5	LRRC63	2156	2760	1551	1435	1748	542
C17orf49_+_6915975.23-P1_h5_Top5	C17orf49	764	775	657	471	469	164
MZF1_-_59084221.23-P1P2_h5_Top5	MZF1	2355	3026	1772	1736	2348	492
T_+_166581727.23-P1P2_h5_Top5	T	2219	2650	1533	1238	2126	434
C6orf201_+_4079871.23-P2_h5_Top5	C6orf201	1105	1640	893	787	1155	183
CELF1_-_47574264.23-P1P2_h5_Top5	CELF1	1295	1853	1228	932	1342	315
ALX3_-_110613262.23-P1P2_h5_Top5	ALX3	3488	5029	2485	2459	3576	835
SLC29A3_-_73079102.23-P1P2_h5_Top5	SLC29A3	1757	3127	1045	1389	1662	411
MTF1_-_38324823.23-P1P2_h5_Supp5	MTF1	29	37	15	12	44	7
CITED4_-_41327617.23-P1P2_h5_Top5	CITED4	2418	3773	1697	1569	2793	615
QARS_-_49142149.23-P1P2_h5_Top5	QARS	9	17	3	6	9	6
ZNF679_+_63709679.23-P1P2_h5_Top5	ZNF679	621	748	449	335	580	112
PAK1IP1_-_10695221.23-P1P2_h5_Top5	PAK1IP1	266	377	333	174	164	91
ZNF428_-_44123743.23-P1P2_h5_Top5	ZNF428	2478	3529	2031	1387	2389	643
PAWR_+_80084272.23-P1P2_h5_Top5	PAWR	991	987	611	1627	1882	548
TRMT61A_+_103995524.23-P1P2_h5_Supp5	TRMT61A	0	0	1	0	0	0
ZNF350_+_52489565.23-P1P2_h5_Top5	ZNF350	1413	1987	1055	836	1063	325
ZNF705B_-_7783956.23-ENST00000400120.3_h5_Top5	ZNF705B	1715	1960	1354	1063	1884	356
KDM4D_-_94706839.23-P1P2_h5_Top5	KDM4D	603	788	364	434	488	98
GABPB2_-_151043704.23-P1P2_h5_Top5	GABPB2	847	1121	584	467	812	191
DLX4_-_48045986.23-P1P2_h5_Top5	DLX4	1187	2181	1215	1001	1523	375
NRG1_-_32405895.23-P1P2_h5_Top5	NRG1	3267	4895	2321	2377	3080	950
MSGN1_-_17998159.23-P1P2_h5_Top5	MSGN1	1681	1598	1041	837	1141	352
EGR1_+_137804541.23-P2_h5_Top5	EGR1	1589	2429	1164	1030	1557	358
GPR123_+_134901917.23-P1P2_h5_Top5	GPR123	1438	2219	1193	927	1344	365
UBP1_+_33481871.23-P1P2_h5_Top5	UBP1	3182	4057	2310	2120	3021	617
NPM3_-_103543139.23-P1P2_h5_Top5	NPM3	3137	3916	2101	2292	2963	836
MED9_+_17380413.23-P1P2_h5_Supp5	MED9	0	0	0	1	0	0
GRHL3_+_24645857.23-P1P2_h5_Top5	GRHL3	1850	2722	1815	1206	1986	534
NSMCE4A_-_123734710.23-P1P2_h5_Top5	NSMCE4A	195	204	140	179	144	45
ZNF662_+_42947973.23-P1P2_h5_Top5	ZNF662	1306	1696	1184	944	1373	348
MYF6_-_81101861.23-P1P2_h5_Top5	MYF6	2906	3705	2514	1898	2471	673
TTF2_-_117602996.23-P1P2_h5_Top5	TTF2	65	31	21	23	67	5
ZNF160_-_53606444.23-P1P2_h5_Top5	ZNF160	2672	2841	1908	1826	2310	512
TCF7_-_133451626.23-P1P2_h5_Top5	TCF7	132	260	110	96	113	45
PLXNA4_+_132261712.23-P1P2_h5_Top5	PLXNA4	2393	3370	1783	1480	2012	543
TMEM235_+_76227841.23-P1P2_h5_Top5	TMEM235	1522	1949	1037	819	1383	341
SMAD9_-_37494136.23-P1P2_h5_Top5	SMAD9	3409	4648	2841	2542	3369	788
ZNF546_+_40503360.23-P1P2_h5_Top5	ZNF546	3063	4864	2772	2086	2962	755
SOX6_+_16497571.23-ENST00000352083.6,ENST00000396356.3_h5_Top5	SOX6	937	2016	849	659	1092	204
RBM12B_+_94752815.23-P1P2_h5_Top5	RBM12B	1347	1638	790	648	1046	180
ZMYM4_-_35734690.23-P1P2_h5_Top5	ZMYM4	1075	1613	1050	781	974	223
HDX_-_83757183.23-P1P2_h5_Top5	HDX	497	854	522	398	694	145
ZBTB4_+_7382557.23-P2_h5_Top5	ZBTB4	378	470	321	181	181	46
HES2_+_6484705.23-P2_h5_Top5	HES2	1090	1486	710	804	1223	250
TNP1_+_217724689.23-P1P2_h5_Top5	TNP1	1367	1844	1399	720	1035	310
CELF6_+_72612462.23-P1P2_h5_Top5	CELF6	3042	4432	2405	2323	2882	722
CXorf27_-_37850482.23-P1P2_h5_Top5	CXorf27	540	743	449	400	632	147
NAB2_-_57482935.23-P1P2_h5_Top5	NAB2	679	1179	415	546	730	157
ZNF705G_-_7220275.23-ENST00000400078.2_h5_Top5	ZNF705G	820	1425	734	636	950	203
EXOSC10_-_11159510.23-P1P2_h5_Top5	EXOSC10	362	217	154	220	212	56
ZNF592_+_85291815.23-P1P2_h5_Top5	ZNF592	2222	3614	1683	1536	2417	634
H2AFJ_-_14927429.23-P1P2_h5_Top5	H2AFJ	2048	2574	1656	1572	1843	384
HIST1H4B_+_26027472.23-ENST00000377364.3_h5_Top5	HIST1H4B	328	494	363	264	393	75
ZBTB37_+_173837924.23-P1P2_h5_Top5	ZBTB37	527	780	455	294	528	117
RBM46_-_155702528.23-P1P2_h5_Top5	RBM46	983	1330	1135	709	1054	301
CNOT7_+_17104350.23-P1P2_h5_Top5	CNOT7	2984	4178	2682	2152	3271	860
ZNF142_-_219524132.23-P1P2_h5_Top5	ZNF142	562	1336	738	1038	1195	414
PHF10_-_170124585.23-P1P2_h5_Top5	PHF10	2535	3484	2330	1712	2395	531
PLEK_-_68592675.23-P1P2_h5_Top5	PLEK	1105	1361	791	884	1108	254
ELF5_-_34535256.23-P1P2_h5_Top5	ELF5	879	1050	562	481	496	127
RBMS1_-_161350321.23-P1P2_h5_Top5	RBMS1	1690	2241	1680	1314	1564	523
ZBTB43_-_129567349.23-P1P2_h5_Top5	ZBTB43	3670	5333	2814	2757	3554	903
RAG2_-_36619380.23-P1P2_h5_Top5	RAG2	960	1634	773	620	947	275
POLR3C_+_145610849.23-P1P2_h5_Top5	POLR3C	1368	2180	1242	830	1326	230
ZNF671_-_58238955.23-P1P2_h5_Top5	ZNF671	927	952	517	667	660	167
MED28_-_17616283.23-P1P2_h5_Top5	MED28	822	998	632	605	667	244
NTN1_+_8924820.23-P1P2_h5_Top5	NTN1	2738	3496	2498	1764	2250	748
ZNF263_+_3333902.23-P1_h5_Top5	ZNF263	953	1680	639	608	1133	185
NEO1_-_73345248.23-P1P2_h5_Top5	NEO1	410	445	247	263	361	110
EXOSC10_-_11159863.23-P1P2_h5_Top5	EXOSC10	280	420	142	209	349	62
SHISA8_+_42311030.23-P1P2_h5_Top5	SHISA8	1800	2564	1781	1428	1631	394
RRN3_+_15187949.23-P1P2_h5_Top5	RRN3	10	0	27	13	18	1
CTPS1_+_41445849.23-P1P2_h5_Top5	CTPS1	4027	5707	2928	2677	3377	829
NSA2_-_74063518.23-P1P2_h5_Top5	NSA2	1001	1646	850	740	1121	249
FOXJ2_+_8185347.23-P1P2_h5_Top5	FOXJ2	2315	4170	2208	1745	2726	662
TNRC18_-_5463065.23-P1P2_h5_Top5	TNRC18	2646	3848	2536	1892	2952	668
MAFG_+_79885170.23-P1P2_h5_Top5	MAFG	2973	4556	2168	1994	2825	745
ZNF132_-_58951096.23-P1P2_h5_Top5	ZNF132	2700	3405	1903	2022	2249	629
RBM44_-_238707439.23-P1P2_h5_Top5	RBM44	2130	2802	1324	1441	1918	450
TEX15_-_30706246.23-ENST00000256246.2_h5_Top5	TEX15	661	1124	508	406	753	160
HELT_-_185939827.23-P1P2_h5_Top5	HELT	3123	4149	2702	2345	3135	840
ZNF273_+_64364066.23-P1_h5_Top5	ZNF273	297	449	229	546	564	114
